date,Q1,Q2,Q3,Q4,Q5,spread
1951-07-31,7.97674461538461,5.93134,6.2136609375,8.15161076923077,6.28728153846154,-1.6894630769230696
1951-08-31,3.92617384615385,5.61467230769231,5.0388453125,5.39638,5.31460769230769,1.38843384615384
1951-09-28,1.26396461538462,1.25217692307692,1.7108390625,2.13742923076923,2.60803076923077,1.34406615384615
1951-10-31,-4.24297384615385,-1.62296615384615,-1.832546875,-1.95094461538462,-2.71207692307692,1.5308969230769303
1951-11-30,1.14703692307692,2.50624461538461,1.5628234375,0.526053846153845,1.15512,0.008083076923079968
1951-12-31,3.97732307692308,2.41713692307693,2.1736625,2.14294923076923,1.06718615384615,-2.91013692307693
1952-01-31,1.61359846153846,0.750349230769231,2.037775,1.8003,1.28795692307692,-0.3256415384615401
1952-02-29,-3.17037846153846,-2.50069692307692,-2.812021875,-2.11951384615385,-2.84578769230769,0.3245907692307699
1952-03-31,2.15665384615385,2.45456461538462,3.269384375,3.13437692307692,3.28387230769231,1.12721846153846
1952-04-30,-4.57586461538462,-5.15104769230769,-4.9184171875,-5.54807076923077,-5.00878153846154,-0.4329169230769203
1952-05-29,3.22241076923077,2.41366,2.33365,2.59652,2.32853692307692,-0.8938738461538502
1952-06-30,2.88066461538461,3.19243230769231,3.869625,4.18853230769231,4.1731,1.29243538461539
1952-07-31,0.456567567567567,1.00142328767123,1.82210821917808,1.42251643835617,1.04044189189189,0.5838743243243231
1952-08-29,-0.69805945945946,-0.365917808219179,0.735191780821918,-0.91585205479452,0.547855405405405,1.245914864864865
1952-09-30,-1.57040675675676,-1.72513835616438,-1.72859178082192,-2.2371397260274,-2.08217162162162,-0.5117648648648603
1952-10-31,-1.48468783783784,-0.885312328767124,-1.21408904109589,-0.997978082191782,-1.20817432432432,0.27651351351352016
1952-11-28,6.21838783783784,5.80114657534246,7.4151301369863,5.96606712328767,5.80785,-0.4105378378378397
1952-12-31,2.01137297297297,2.40866438356165,1.5501698630137,3.25402054794521,2.62731486486487,0.6159418918919002
1953-01-30,-0.466683783783783,1.11430821917808,1.74723698630137,2.06889178082192,3.87132567567568,4.338009459459463
1953-02-27,0.775527027027026,0.49621095890411,0.506406849315068,1.35341232876712,1.05461756756757,0.27909054054054394
1953-03-31,-1.24801891891892,-1.66814109589041,-1.31579726027397,0.11495616438356,-1.38721081081081,-0.13919189189189018
1953-04-30,-2.73049054054054,-2.50208356164384,-2.24486712328767,-1.52880821917808,0.0438094594594598,2.7742999999999998
1953-05-29,1.20555540540541,0.686545205479452,0.318982191780822,0.549597260273972,1.06151351351351,-0.14404189189189998
1953-06-30,-2.02373378378378,-3.26415205479452,-2.48812054794521,-2.8838794520548,-3.76897567567567,-1.7452418918918897
1953-07-31,2.27821066666667,2.016876,1.86348918918919,1.96609866666667,2.50467066666667,0.22645999999999988
1953-08-31,-4.15665733333333,-4.11680533333333,-5.15314864864865,-4.73558666666667,-5.49717466666667,-1.3405173333333398
1953-09-30,0.953722666666666,0.981130666666666,0.532667567567568,-1.33830533333333,-1.81977066666667,-2.7734933333333363
1953-10-30,4.08769466666667,3.97490933333333,3.90798648648648,5.68937066666667,3.61303466666667,-0.4746600000000001
1953-11-30,4.306744,1.67905866666667,3.16937297297297,1.75143466666667,2.50983866666667,-1.79690533333333
1953-12-31,0.327382666666666,0.00282133333333382,0.0380594594594587,-0.873718666666666,-2.33678533333334,-2.664168000000006
1954-01-29,5.02186133333333,5.16141466666667,6.43973513513514,6.85345733333333,8.80923066666667,3.7873693333333396
1954-02-26,1.89421333333333,1.25817866666667,2.39017702702703,1.50526133333333,1.14965066666667,-0.74456266666666
1954-03-31,4.30779733333333,2.87224,3.37995405405405,3.69033866666667,1.90331466666667,-2.4044826666666594
1954-04-30,2.90132933333333,2.38752666666667,3.88805675675675,1.01695866666667,0.145521333333334,-2.755807999999996
